model,environment,seed,activity,direct_precision,direct_recall,direct_f1,slot_precision,slot_recall,slot_f1,support,direct_mean_probability,slot_mean_probability
baseline,meeting_room,40,rotation,62.121212121212125,89.13043478260869,73.21428571428571,60.99290780141844,93.47826086956522,73.8197424892704,92,0.3912240266799927,0.408170223236084
baseline,meeting_room,40,jump,63.888888888888886,87.34177215189874,73.79679144385027,58.06451612903226,91.13924050632912,70.93596059113301,79,0.3335508108139038,0.36395320296287537
baseline,meeting_room,40,wave,88.13559322033898,60.46511627906976,71.72413793103448,78.57142857142857,63.95348837209303,70.51282051282051,86,0.22802628576755524,0.27363646030426025
baseline,meeting_room,40,lie_down,100.0,64.13043478260869,78.1456953642384,93.33333333333333,60.86956521739131,73.68421052631578,92,0.19573675096035004,0.23196573555469513
baseline,meeting_room,40,pick_up,68.05555555555556,74.24242424242425,71.01449275362319,59.77011494252874,78.78787878787878,67.97385620915033,66,0.27180585265159607,0.3263517916202545
baseline,meeting_room,40,sit_down,63.1578947368421,77.92207792207793,69.76744186046511,61.165048543689316,81.81818181818183,70.0,77,0.31948012113571167,0.3529900312423706
baseline,meeting_room,40,stand_up,71.60493827160494,65.1685393258427,68.23529411764706,68.13186813186813,69.66292134831461,68.88888888888889,89,0.2682449519634247,0.3140663802623749
baseline,meeting_room,41,walk,93.87755102040816,96.84210526315789,95.33678756476684,93.61702127659575,92.63157894736842,93.12169312169311,95,0.28755316138267517,0.2783615291118622
baseline,meeting_room,41,rotation,77.10843373493977,69.56521739130434,73.14285714285714,72.09302325581395,67.3913043478261,69.66292134831461,92,0.2921171188354492,0.3246127665042877
baseline,meeting_room,41,jump,62.727272727272734,87.34177215189874,73.01587301587301,60.18518518518518,82.27848101265823,69.5187165775401,79,0.3528269827365875,0.3684639036655426
baseline,meeting_room,41,wave,71.28712871287128,83.72093023255815,77.00534759358288,67.28971962616822,83.72093023255815,74.61139896373057,86,0.34829622507095337,0.38818269968032837
baseline,meeting_room,41,lie_down,89.87341772151899,77.17391304347827,83.04093567251462,85.8974358974359,72.82608695652173,78.82352941176471,92,0.2728889584541321,0.3033824563026428
baseline,meeting_room,41,pick_up,85.45454545454545,71.21212121212122,77.68595041322314,63.76811594202898,66.66666666666666,65.18518518518519,66,0.23472166061401367,0.3075420558452606
baseline,meeting_room,41,sit_down,68.67469879518072,74.02597402597402,71.25,67.85714285714286,74.02597402597402,70.80745341614907,77,0.29131245613098145,0.3324246406555176
